location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,provider_admin1_code,provider_admin2_code,aggregation_period,rainfall,rainfall_long_term_average,rainfall_anomaly_pct,number_pixels,version,reference_period_start,reference_period_end
RWA,False,False,Not provided,,,,,,1,900113,,1-month,69.26452,65.446884,105.419174,155,final,2025-06-11,2025-06-20
RWA,False,False,Not provided,,,,,,1,900113,,,,381.66623,113.73818,155,final,2025-06-11,2025-06-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,13.070968,9.01828,128.91003,155,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900113,,1-month,63.735485,36.56559,165.36633,155,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900113,,3-month,409.90323,328.25916,124.49868,155,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900113,,dekad,6.012903,4.9096775,111.13281,155,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,49.787094,25.090322,182.07547,155,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,343.49677,275.5129,124.23556,155,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900113,,,,3.4591398,126.681076,155,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,24.8,17.387096,133.1124,155,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,257.5226,224.70818,114.28526,155,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,4.5612903,5.604301,90.16427,155,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,16.290323,13.973118,112.2131,155,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,216.71614,177.9886,121.1639,155,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,31.535484,11.709248,218.65428,155,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,41.812904,20.772688,181.63765,155,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,183.16129,142.48108,127.583336,155,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,49.35484,13.509248,293.66318,155,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900113,,,,30.822796,252.49736,155,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,179.51613,113.65678,155.50409,155,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,11.509678,19.209892,68.19394,155,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,92.399994,44.428387,197.05275,155,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,172.4258,94.967094,177.4842,155,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,19.96129,34.19785,63.680256,155,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,80.825806,66.91699,119.340096,155,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,172.4258,112.78,150.64171,155,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,35.496773,36.199356,98.29468,155,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,66.96774,89.6071,76.07013,155,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,177.21936,137.81699,127.58942,155,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,13.2709675,35.25441,45.388733,155,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900113,,1-month,68.72903,105.65161,66.63168,155,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900113,,3-month,177.41934,164.05312,107.90652,155,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900113,,dekad,52.490322,41.084087,124.750916,155,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,101.25806,112.53785,90.40327,155,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,223.89676,200.22752,111.533165,155,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,30.567741,48.77032,66.14754,155,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,96.32903,125.10882,77.88022,155,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,248.74838,245.53871,101.281105,155,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,52.92258,50.52473,104.31853,155,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,135.98064,140.37914,96.974464,155,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,297.10968,290.45914,102.25092,155,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,50.903225,55.843227,91.88077,155,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900113,,,,155.13828,87.045746,155,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,316.47742,334.5931,94.665474,155,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900113,,,,50.16129,93.55556,155,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,150.43225,156.52925,96.22545,155,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,313.72903,371.24518,84.71312,155,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,57.51613,51.24387,111.1519,155,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900113,,1-month,155.0258,157.24838,98.630135,155,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900113,,3-month,359.73547,403.27914,89.33483,155,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900113,,dekad,39.619354,42.219357,94.493774,155,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,143.74194,143.62451,100.07901,155,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,379.39352,411.30066,92.335556,155,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,40.28387,41.45914,97.470314,155,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,137.41936,134.92236,101.78455,155,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,384.18063,416.56042,92.31907,155,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,74.76129,49.44925,146.4874,155,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,154.66452,133.12775,115.59192,155,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,445.671,430.75528,103.42295,155,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,73.78065,36.077206,191.78677,155,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,188.8258,125.51011,148.51402,155,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,466.9613,423.57614,110.1231,155,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,28.664516,33.312904,87.86731,155,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,177.20645,119.097206,146.82559,155,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,465.05804,408.6613,113.63356,155,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,90.68387,38.88129,218.05162,155,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,193.12903,108.2714,174.91531,155,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,502.81934,396.6884,126.42121,155,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,44.754837,37.9,115.97864,155,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,164.10323,110.09419,146.92593,155,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900113,,,,378.67764,130.75325,155,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,35.425808,45.05097,80.76928,155,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,170.86452,121.83226,138.65913,155,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,485.49033,373.71506,129.51434,155,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,28.67742,32.147743,90.65806,155,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900113,,1-month,108.85807,115.09871,94.80374,155,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900113,,3-month,456.65164,354.44623,128.43413,155,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900113,,dekad,65.5871,53.51871,120.62312,155,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,129.69032,130.71742,99.2432,155,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,482.61935,366.32172,131.31992,155,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,53.251614,43.794624,119.38121,155,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,147.51613,129.46107,113.42772,155,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,495.5871,370.39053,133.35101,155,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,51.27097,62.425377,83.456665,155,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,170.10968,159.73871,106.29541,155,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,472.09677,383.10883,122.928604,155,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900113,,dekad,33.748386,57.655914,61.843143,155,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,138.27097,163.87592,84.83801,155,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,432.0645,404.68753,106.68241,155,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,43.72903,54.26387,82.22384,155,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,128.74838,174.34515,74.575966,155,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,447.12903,425.6385,104.99039,155,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,84.91613,52.32387,156.85635,155,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900113,,1-month,162.39355,164.24365,98.906845,155,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900113,,3-month,441.3613,439.0811,100.51347,155,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900113,,dekad,34.00645,47.216774,74.701,155,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900113,,1-month,162.65161,153.80452,105.57105,155,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900113,,3-month,430.6129,448.39786,96.07741,155,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900113,,dekad,13.748387,42.33355,39.609085,155,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900113,,1-month,132.67096,141.87419,93.73394,155,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900113,,3-month,408.93546,445.68042,91.84678,155,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900113,,dekad,15.251613,37.89957,47.20703,155,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900113,,1-month,63.00645,127.44989,51.345043,155,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900113,,3-month,395.50967,451.43225,87.74789,155,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,13.643216,11.100838,115.790344,199,final,2025-06-01,2025-06-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,73.86432,86.346565,86.33529,199,final,2025-06-01,2025-06-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,447.46735,407.1231,109.78937,199,final,2025-06-01,2025-06-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,13.743718,5.168677,184.328,199,final,2025-06-11,2025-06-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,45.733665,51.868008,89.21302,199,final,2025-06-11,2025-06-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,426.73364,371.45544,114.68387,199,final,2025-06-11,2025-06-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,5.366834,3.781407,118.05437,199,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900114,,1-month,32.75377,20.05092,150.70811,199,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900114,,3-month,395.24115,314.60266,125.23086,199,final,2025-06-21,2025-06-30
RWA,False,False,Not provided,,,,,,1,900114,,dekad,2.2110553,2.4951425,96.20972,199,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,21.321608,11.445226,160.05623,199,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,325.65326,254.68593,127.32815,199,final,2025-07-01,2025-07-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,1.6180905,1.4680067,102.32041,199,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,9.19598,7.7445564,111.38857,199,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,248.44724,199.78577,123.76213,199,final,2025-07-11,2025-07-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,2.678392,3.1891122,93.76343,199,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900114,,1-month,6.507538,7.1522613,94.69462,199,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,159.17587,148.75108,106.780304,199,final,2025-07-21,2025-07-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,23.291458,8.182077,214.62064,199,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,27.58794,12.839196,182.67607,199,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,122.773865,110.63099,110.501396,199,final,2025-08-01,2025-08-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,38.15578,10.008375,287.54465,199,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,64.12563,21.379564,262.04236,199,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,119.05527,80.99213,144.26352,199,final,2025-08-11,2025-08-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,7.758794,14.69263,64.78969,199,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900114,,,,32.883083,195.88171,199,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,108.46734,60.086266,174.33377,199,final,2025-08-21,2025-08-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,13.668342,25.166666,61.88401,199,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,59.582916,49.867672,117.70668,199,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,108.49246,74.15209,143.38528,199,final,2025-09-01,2025-09-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,27.055277,26.525795,101.67952,199,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900114,,,,66.38509,74.92098,199,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,121.80402,95.50922,126.16159,199,final,2025-09-11,2025-09-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,12.763819,27.825293,54.11625,199,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900114,,1-month,53.487434,79.51775,69.20136,199,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900114,,3-month,129.201,119.5531,107.74602,199,final,2025-09-21,2025-09-30
RWA,False,False,Not provided,,,,,,1,900114,,,,37.36918,112.400375,199,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,82.442215,91.72027,90.40733,199,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,169.61307,154.42714,109.525314,199,final,2025-10-01,2025-10-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,26.211056,45.16131,62.22137,199,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,81.59799,110.35578,75.07035,199,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,194.20604,198.12044,98.07287,199,final,2025-10-11,2025-10-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,72.77387,45.447067,154.16927,199,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900114,,1-month,141.60803,127.977554,110.25021,199,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,264.3015,240.37839,109.74948,199,final,2025-10-21,2025-10-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,56.427135,51.59129,108.54521,199,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,155.41206,142.19966,108.97584,199,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,297.43716,283.7876,104.7265,199,final,2025-11-01,2025-11-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,38.105526,43.977386,88.01108,199,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,167.30653,141.01575,118.00544,199,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,297.38693,317.75662,93.68884,199,final,2025-11-11,2025-11-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,32.396984,48.07923,70.45502,199,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900114,,,,143.6479,88.75311,199,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900114,,3-month,322.02512,351.14322,91.82405,199,final,2025-11-21,2025-11-30
RWA,False,False,Not provided,,,,,,1,900114,,dekad,35.0402,39.062145,90.8721,199,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,105.54271,131.11876,81.21049,199,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,343.39697,365.0387,94.1515,199,final,2025-12-01,2025-12-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,36.663315,36.573368,100.216354,199,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,104.100494,123.71474,84.76147,199,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,353.005,375.08627,94.19046,199,final,2025-12-11,2025-12-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,68.18091,45.779396,144.11536,199,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900114,,1-month,139.88443,121.41491,114.610245,199,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,408.42212,393.04037,103.86437,199,final,2025-12-21,2025-12-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,78.53769,35.081406,208.42006,199,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,183.38191,116.483246,155.06822,199,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,444.3367,388.01407,114.33095,199,final,2026-01-01,2026-01-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,36.653267,34.221104,106.20116,199,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,183.37186,115.44942,156.39084,199,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,454.7789,377.39566,120.236435,199,final,2026-01-11,2026-01-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,86.944725,37.99933,213.82828,199,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900114,,1-month,202.13568,107.30184,184.4455,199,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,468.94977,369.66885,126.49831,199,final,2026-01-21,2026-01-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,37.060303,35.77923,103.14149,199,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,160.6583,107.999664,146.6007,199,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,449.58292,354.1628,126.56737,199,final,2026-02-01,2026-02-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,28.432161,42.139362,70.92196,199,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,152.4372,115.91792,130.20169,199,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,439.90955,351.84506,124.678635,199,final,2026-02-11,2026-02-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,29.859297,30.181408,99.084435,199,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900114,,1-month,95.35176,108.1,88.72835,199,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900114,,3-month,437.37186,333.41858,130.71738,199,final,2026-02-21,2026-02-28
RWA,False,False,Not provided,,,,,,1,900114,,dekad,56.311558,49.59213,112.30842,199,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,114.60301,121.912895,94.240234,199,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,458.64322,346.3958,131.9433,199,final,2026-03-01,2026-03-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,48.507538,40.83635,116.736046,199,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900114,,,,120.609886,111.20016,199,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,470.48743,351.97723,133.19824,199,final,2026-03-11,2026-03-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,48.39196,60.63417,81.34781,199,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900114,,1-month,153.21106,151.06265,101.37663,199,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,450.6985,366.46448,122.67619,199,final,2026-03-21,2026-03-31
RWA,False,False,Not provided,,,,,,1,900114,,dekad,29.050251,62.411892,50.510746,199,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900114,,1-month,125.94975,163.88242,77.53901,199,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,401.2111,393.79498,101.85963,199,final,2026-04-01,2026-04-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,48.18593,56.368176,86.666954,199,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,125.62814,179.41425,70.83408,199,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,412.74377,415.94205,99.24021,199,final,2026-04-11,2026-04-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,79.839195,54.223785,143.25189,199,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900114,,1-month,157.07538,173.00385,91.05161,199,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900114,,3-month,405.6382,432.1665,93.93176,199,final,2026-04-21,2026-04-30
RWA,False,False,Not provided,,,,,,1,900114,,dekad,35.788944,46.302177,79.50724,199,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900114,,,,156.89413,104.274345,199,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900114,,3-month,404.36682,442.68945,91.43991,199,preliminary,2026-05-01,2026-05-10
RWA,False,False,Not provided,,,,,,1,900114,,dekad,13.216081,39.647236,40.80002,199,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900114,,1-month,128.84422,140.1732,92.196236,199,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900114,,3-month,389.15076,440.19733,88.53394,199,preliminary,2026-05-11,2026-05-20
RWA,False,False,Not provided,,,,,,1,900114,,dekad,6.447236,35.59849,28.196209,199,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900114,,,,121.547905,47.770256,199,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900114,,3-month,365.7387,445.6144,82.27404,199,forecast,2026-05-21,2026-05-31
RWA,False,False,Not provided,,,,,,1,900110,,dekad,1.6521739,9.214493,46.798534,23,final,2024-06-01,2024-06-10
RWA,False,False,Not provided,,,,,,1,900110,,1-month,12.565218,69.94203,23.438406,23,final,2024-06-01,2024-06-10
RWA,False,False,Not provided,,,,,,1,900110,,3-month,306.21738,356.67825,86.048134,23,final,2024-06-01,2024-06-10
RWA,False,False,Not provided,,,,,,1,900110,,dekad,1.0,3.6405797,69.43979,23,final,2024-06-11,2024-06-20
RWA,False,False,Not provided,,,,,,1,900110,,1-month,7.0869565,39.45652,27.188265,23,final,2024-06-11,2024-06-20
RWA,False,False,Not provided,,,,,,1,900110,,,,321.32318,89.52181,23,final,2024-06-11,2024-06-20
RWA,False,False,Not provided,,,,,,1,900110,,dekad,1.0,2.7608695,77.31093,23,final,2024-06-21,2024-06-30
RWA,False,False,Not provided,,,,,,1,900110,,1-month,3.652174,15.615942,41.968365,23,final,2024-06-21,2024-06-30
RWA,False,False,Not provided,,,,,,1,900110,,3-month,251.86957,266.929,94.462,23,final,2024-06-21,2024-06-30
RWA,False,False,Not provided,,,,,,1,900110,,dekad,1.2173913,2.0304348,88.43537,23,final,2024-07-01,2024-07-10
RWA,False,False,Not provided,,,,,,1,900110,,1-month,3.2173913,8.431884,61.17825,23,final,2024-07-01,2024-07-10
RWA,False,False,Not provided,,,,,,1,900110,,3-month,194.52174,213.41449,91.35005,23,final,2024-07-01,2024-07-10
RWA,False,False,Not provided,,,,,,1,900110,,dekad,0.8695652,1.4739131,90.66487,23,final,2024-07-11,2024-07-20
RWA,False,False,Not provided,,,,,,1,900110,,1-month,3.0869565,6.2652173,71.78695,23,final,2024-07-11,2024-07-20
RWA,False,False,Not provided,,,,,,1,900110,,3-month,139.65218,164.45798,85.36168,23,final,2024-07-11,2024-07-20
